M,,D,Y,date,DJI,AAPL,NFLX,AMZN,K,TSLA,LMT,MCD,BAC,NYT,XOM,TWTR,FB,GOOGL,GEO,WMT,ARCH,RSX,MLM,CAT,BDX,BEP,NEE,AY,FSLR,CGC,WKHS,UNH,O,ET,EEM,GLDM
1,2,2,2020,20200102,0,75.087502,329.809998,1898.01001,67.639999,86.052002,399.369995,200.789993,35.639999,32.59,70.900002,32.299999,209.779999,1368.680054,16.58,118.940002,73.470001,25.620001,276.609985,150.529999,272.540009,24.353849,59.654999,26.290001,57.240002,20.129999,3.07,292.5,72.480003,13.34,45.779999,15.25
1,3,3,2020,20200103,28634.90039,74.357498,325.899994,1874.969971,68,88.601997,413.73999,200.080002,34.900002,32.77,70.330002,31.52,208.669998,1361.52002,16.02,117.889999,73.540001,25.1,275.790009,148.440002,269.589996,24.657608,60.080002,26.52,57.02,19.9,3.07,289.540009,73.790001,13.55,44.93,15.45
1,6,6,2020,20200106,28703.40039,74.949997,335.829987,1902.880005,67.940002,90.307999,413.109985,202.330002,34.849998,32.82,70.870003,31.639999,212.600006,1397.810059,15.82,117.650002,72.349998,25.4,276.640015,148.339996,273.380005,25.030642,60.380001,26.67,55.830002,20.08,3.21,291.549988,74.160004,13.68,44.82,15.62
1,7,7,2020,20200107,28583.69922,74.597504,330.75,1906.859985,68.809998,93.811996,414.5,202.630005,34.619999,32.459999,70.290001,32.540001,213.059998,1395.109985,15.69,116.559998,71.919998,25.290001,276.019989,146.380005,272.730011,25.105249,60.327499,26.469999,56.669998,19.799999,3.29,289.790009,74.18,13.63,44.790001,15.68
1,8,8,2020,20200108,28745.09961,75.797501,339.26001,1891.969971,68.889999,98.428001,411.029999,205.910004,34.970001,32.540001,69.230003,33.049999,215.220001,1405.040039,15.67,116.160004,70.699997,25.76,276.959991,147.679993,273.399994,25.281109,60.299999,26.700001,56.700001,20.129999,3.39,295.899994,74.519997,13.34,45.049999,15.56
1,9,9,2020,20200109,28956.90039,77.407501,335.660004,1901.050049,69.139999,96.267998,414.929993,208.350006,35.029999,31.52,69.760002,33.220001,218.300003,1419.790039,15.28,117.360001,71.040001,25.85,277.609985,147.309998,273.540009,25.771383,60.772499,26.799999,56.700001,20.799999,3.465,294.220001,73.25,13.43,45.349998,15.46
1,10,10,2020,20200110,28823.80078,77.582497,329.049988,1883.160034,69.269997,95.629997,413.829987,207.270004,34.740002,31.25,69.139999,32.779999,218.059998,1428.959961,15.32,116.379997,69.93,26.01,276.869995,146.130005,274.459991,25.61684,60.887501,26.83,56.5,20.540001,3.43,295.130005,73.739998,13.27,45.59,15.57
1,13,13,2020,20200113,28907.09961,79.239998,338.920013,1891.300049,69.709999,104.972,419.019989,206.509995,35.060001,31.5,69.800003,32.689999,221.910004,1440.030029,15.72,115.879997,71.769997,26.440001,272.149994,146.820007,276.200012,24.540367,61.599998,27,57.439999,23.110001,3.57,285.850006,74.959999,13.51,46.299999,15.45
1,14,14,2020,20200114,28939.69922,78.169998,338.690002,1869.439941,70,107.584,416.140015,207.320007,35.32,32.950001,69.199997,32.82,219.059998,1430.589966,15.78,116.18,69.599998,25.92,260.75,146.679993,275.959991,24.529709,61.932499,26.99,58.779999,23.85,3.66,288.23999,74.959999,13.56,46.040001,15.43
1,15,15,2020,20200115,29030.19922,77.834999,339.070007,1862.02002,70.269997,103.699997,420.950012,209.770004,34.669998,33.23,69.089996,33.23,221.149994,1439.199951,16.09,115.279999,66.650002,25.969999,262.190002,145.570007,277.299988,24.737543,62.895,27.35,54.75,24.9,3.61,296.410004,75.980003,13.5,45.68,15.52
1,16,16,2020,20200116,29297.59961,78.809998,338.619995,1877.939941,70.739998,102.697998,425.700012,210.850006,34.720001,33.639999,68.82,34.189999,221.770004,1450.160034,16.35,115.900002,68.75,26.209999,263.01001,147.869995,276.869995,24.614975,63.067501,27.690001,53.93,24.299999,3.53,300.73999,76.150002,13.58,45.970001,15.5
1,17,17,2020,20200117,29348.09961,79.682503,339.670013,1864.719971,70.879997,102.099998,425.660004,211.979996,34.709999,33.860001,68.559998,34.220001,222.139999,1479.52002,16.1,114.959999,66.300003,26.57,266.73999,147.779999,277.079987,24.662937,63.349998,27.799999,53.52,24.889999,3.29,298.470001,76.349998,13.56,46.23,15.52
1,21,21,2020,20200121,29196,79.142502,338.109985,1892,70.599998,109.440002,426.149994,211.160004,34.259998,33.669998,67.580002,34.09,221.440002,1482.25,16.049999,115.589996,62.450001,26.33,267.76001,145.850006,277.529999,24.860111,64.222504,28.120001,51.549999,24.15,3.34,300.529999,77.720001,13.08,45.060001,15.55
1,22,22,2020,20200122,29186.30078,79.425003,326,1887.459961,70.260002,113.912003,424.420013,211.440002,34.360001,33.799999,67.190002,34.02,221.320007,1483.869995,16.27,116.099998,60.939999,26.209999,265.230011,142.630005,278.829987,24.673594,64.974998,27.959999,50.560001,24.120001,3.11,300.589996,76.889999,12.71,45.43,15.54
1,23,23,2020,20200123,29160.09961,79.807503,349.600006,1884.579956,70.440002,114.440002,428.779999,213.419998,34.119999,33.549999,66.769997,33.889999,219.759995,1484.689941,16.35,115.809998,59.790001,25.969999,267.869995,142.75,278.730011,24.774847,65.019997,28.030001,52.02,24.559999,3.15,299.459991,77.239998,12.99,44.959999,15.59
1,24,24,2020,20200124,28989.69922,79.577499,353.160004,1861.640015,69.339996,112.963997,432.5,211.240005,33.540001,32.68,66.32,33.189999,217.940002,1466.170044,16.200001,114.370003,57.209999,25.860001,263.890015,140.380005,278.25,24.801493,65.93,28.434999,51.939999,22.65,3.09,292.809998,77.129997,12.75,44.599998,15.67
1,27,27,2020,20200127,28535.80078,77.237503,342.880005,1828.339966,69.029999,111.603996,432.380005,209.339996,32.849998,32.689999,64.739998,32.779999,214.869995,1431.72998,16.02,115.860001,55.5,25.09,259.540009,135.729996,279.75,24.652279,66.684998,28.450001,50.490002,21.559999,3.08,284.089996,77.400002,12.61,43.060001,15.78
1,28,28,2020,20200128,28722.80078,79.422501,348.519989,1853.25,68.980003,113.379997,437.170013,210.389999,33.240002,32.799999,64.650002,33.419998,217.789993,1450.5,16.629999,116.599998,54.98,25.459999,265.549988,136.740005,282.26001,25.185184,66.452499,28.08,51.110001,23.92,3,285.869995,78.129997,12.79,43.419998,15.64
1,29,29,2020,20200129,28734.40039,81.084999,343.160004,1858,68.43,116.197998,433.839996,214.440002,33.009998,32.18,64.110001,33.630001,223.229996,1456.699951,16.200001,115.889999,54.540001,25.559999,260.649994,135.779999,282.200012,25.254463,66.440002,28.389999,50.900002,23.52,2.94,282.899994,78.139999,12.85,43.630001,15.72
1,30,30,2020,20200130,28859.40039,80.967499,347.73999,1870.680054,68.879997,128.162003,435.899994,216.179993,33.48,32.57,64.790001,33.220001,209.529999,1454.25,16.24,116.580002,54.099998,25.219999,266.700012,135.369995,281.149994,25.579536,67.482498,28.77,50.720001,23.35,2.76,280.980011,78.980003,12.78,42.98,15.73
1,31,31,2020,20200131,28256,77.377502,345.089996,2008.719971,68.209999,130.113998,428.119995,213.970001,32.830002,32.009998,62.119999,32.48,201.910004,1432.780029,15.8,114.489998,51.529999,24.6,263.799988,131.350006,275.179993,25.973888,67.050003,28.725,49.580002,22.549999,3.21,272.450012,78.410004,12.59,42.110001,15.83
2,3,3,2020,20200203,28399.80078,77.165001,358,2004.199951,68.839996,156,423.859985,215.179993,32.970001,32.130001,60.73,33.07,204.190002,1482.599976,16.209999,114.269997,51.5,24.6,272.369995,129.770004,279.309998,26.288303,66.702499,29.01,50.240002,22.110001,3.13,274.019989,78.199997,12.8,42.580002,15.72
2,4,4,2020,20200204,28807.59961,79.712502,369.01001,2049.669922,68.68,177.412003,430.779999,214.619995,33.619999,33.75,59.970001,33.959999,209.830002,1445.410034,16.309999,115.269997,54.259998,25.049999,272.429993,133.509995,284.450012,26.378897,66.135002,28.940001,52.669998,22.34,3.07,280.839996,78.32,12.88,43.68,15.5
2,5,5,2020,20200205,29290.90039,80.362503,369.670013,2039.869995,69.360001,146.940002,435.190002,214.369995,34.709999,34.200001,62.73,33.389999,210.110001,1446.050049,16.870001,116.809998,58.599998,25.459999,277.200012,137.440002,285.98999,26.847855,66.677498,28.73,53.099998,21.67,3.09,295.730011,78.5,13,43.93,15.52
2,6,6,2020,20200206,29379.80078,81.302498,366.950012,2050.22998,63.459999,149.792007,438.970001,212.869995,34.669998,38.549999,61.880001,38.41,210.850006,1475.969971,16.879999,116.309998,57.470001,25.1,274.179993,137.25,252.25,27.721823,67.082497,29.059999,52.650002,21.17,3.05,292.459991,79.150002,12.71,43.970001,15.61
2,7,7,2020,20200207,29102.5,80.0075,366.769989,2079.280029,64.169998,149.613998,439.170013,211.610001,34.610001,37.419998,61.470001,37.029999,212.330002,1479.109985,16.700001,116.449997,55.689999,24.6,274.100006,133.369995,246.910004,27.705835,67.385002,28.99,52.459999,19.629999,3.04,289.220001,79.510002,12.56,43.360001,15.66
2,10,10,2020,20200210,29276.80078,80.387497,371.070007,2133.909912,65.339996,154.255997,439.76001,213.210007,34.689999,38.09,59.959999,35.959999,213.059998,1508.660034,17.32,115.25,56.209999,24.459999,276.790009,134.320007,252,28.153477,67.934998,29.559999,52.75,19.049999,3.2,287.029999,80.080002,12.19,43.599998,15.7
2,11,11,2020,20200211,29276.30078,79.902496,373.690002,2150.800049,66.269997,154.876007,439.850006,215.729996,34.77,38.66,60.529999,35.650002,207.190002,1510.060059,17.4,115.400002,57.68,24.84,262.76001,136.190002,256.410004,28.355982,68.037498,30.450001,53.529999,19.91,3.35,290.790009,78.68,12.37,44.169998,15.64
2,12,12,2020,20200212,29551.40039,81.800003,380.01001,2160,66.18,153.457993,436.600006,217.460007,34.919998,38.990002,61.27,36.790001,210.759995,1518.630005,17.76,115.849998,56.509998,25.27,260,139.589996,252.229996,28.361311,67.565002,30.59,56.119999,19.65,3.39,303.480011,78.290001,12.83,44.77,15.62
2,13,13,2020,20200213,29423.30078,81.217499,381.399994,2149.870117,67.139999,160.800003,434.700012,217.419998,34.91,39.27,60.93,37.16,213.139999,1513.390015,17.440001,117.440002,56.919998,24.91,262.679993,139.720001,254.350006,28.393286,68.8675,31.07,54.610001,19.52,3.56,302.200012,78.790001,12.81,44.18,15.71
2,14,14,2020,20200214,29398.09961,81.237503,380.399994,2134.870117,67.709999,160.005997,437.850006,217.089996,34.849998,39.279999,60.650002,36.91,214.179993,1518.72998,17.25,117.889999,56.009998,24.790001,263.480011,137.990005,260.220001,29.038103,69.629997,31.24,55.259998,22.129999,3.32,298.779999,80.25,12.72,44.200001,15.79
2,18,18,2020,20200218,29232.19922,79.75,387.779999,2155.669922,67.150002,171.679993,435.549988,216.149994,34.27,39.59,59.880001,38.060001,217.800003,1519.439941,17.26,119.629997,55.220001,24.65,257.200012,136.580002,256,29.992006,70.510002,31.51,55.650002,21.940001,3.36,302.140015,80.400002,12.7,43.91,15.99
2,19,19,2020,20200219,29348,80.904999,386.190002,2170.219971,66.300003,183.483994,434.480011,215.630005,34.720001,39.669998,60.34,38.77,217.490005,1524.869995,16.93,117.68,55.32,25.02,258.670013,136.860001,256.070007,30.349054,68.667503,31.860001,57.369999,21.77,3.49,305.309998,79.669998,12.68,44.23,16.08
2,20,20,2020,20200220,29220,80.074997,386,2153.100098,65.669998,179.882004,425.970001,215.080002,34.849998,39.619999,59.860001,39.049999,214.580002,1516.98999,17.18,117.690002,53.740002,24.790001,258.079987,136.929993,253.460007,30.157207,69.2575,32.049999,59.32,22.309999,3.74,302.130005,81.910004,12.54,43.540001,16.139999
2,21,21,2020,20200221,28992.40039,78.262497,380.070007,2095.969971,65.519997,180.199997,427.799988,215.869995,34.360001,39.209999,59.130001,38.310001,210.179993,1483.459961,17.34,118.580002,51.439999,24.790001,251.419998,137.210007,257.350006,30.02931,69.397499,32.240002,50.59,21.879999,3.67,301.429993,82.440002,12.14,43.290001,16.4
2,24,24,2020,20200224,27960.80078,74.544998,368.700012,2009.290039,64.5,166.757996,419.350006,213.520004,32.73,38.389999,56.360001,35.889999,200.720001,1419.859985,16.82,116.32,52.07,23.610001,249.479996,132.169998,250.529999,28.952837,68.485001,32.139999,51.209999,20.299999,3.5,277.790009,82.169998,11.55,41.669998,16.549999
2,25,25,2020,20200225,27081.40039,72.019997,360.089996,1972.73999,63.389999,159.981995,400.359985,212.100006,31.08,37.330002,54.200001,35.209999,196.770004,1386.319946,15.64,114.389999,50.669998,23.209999,239.130005,129,245.429993,27.716494,67.582497,31.465,48.57,19.620001,3.55,263.390015,80.919998,11.22,41.34,16.26
2,26,26,2020,20200226,26957.59961,73.162498,379.23999,1979.589966,62.77,155.759995,400.899994,210.100006,30.629999,37.419998,53.009998,34.630001,197.199997,1390.469971,16.120001,113.779999,46.759998,23.200001,234.690002,128.25,246.149994,28.041567,67.3675,31.24,46.110001,19.82,3.57,263,79.760002,10.78,41.669998,16.33
2,27,27,2020,20200227,25766.59961,68.379997,371.709991,1884.300049,61.02,135.800003,384.600006,201,29.129999,37.080002,49.82,33.009998,189.75,1314.949951,15.8,110.400002,48.790001,22.379999,230.979996,123.269997,242.690002,26.991739,63.962502,30.030001,44.25,18.440001,3.12,253.919998,72.889999,10.75,40.669998,16.32
2,28,28,2020,20200228,25409.40039,68.339996,369.029999,1883.75,60.470001,133.598007,369.869995,194.169998,28.5,37.459999,51.439999,33.200001,192.470001,1339.25,14.64,107.68,50.349998,21.370001,227.529999,124.239998,237.820007,26.570744,63.189999,28.91,45.77,18.780001,3.01,254.960007,72.389999,11.08,40.52,15.74
3,2,2,2020,20200302,26703.30078,74.702499,381.049988,1953.949951,63.139999,148.723999,381.350006,202.550003,29.370001,37.27,53.880001,35.82,196.440002,1386.319946,16.52,115.879997,46.970001,21.74,236.899994,127.599998,245.320007,28.798294,67.087502,28.9,44.950001,18.620001,2.85,273.109985,74.989998,11.83,41.400002,15.81
3,3,3,2020,20200303,25917.40039,72.330002,368.769989,1908.98999,62.650002,149.102005,377.399994,199.509995,27.75,36.810001,51.299999,34.93,185.889999,1337.719971,16.02,112.910004,46.709999,21.33,238.940002,124.379997,239.5,28.782307,66.287498,28.82,44.209999,17.34,2.89,261.399994,74.599998,11.55,41.119999,16.309999
3,4,4,2020,20200304,27090.90039,75.684998,383.790009,1975.829956,64.550003,149.899994,402.029999,207.020004,28.389999,38.18,52.419998,36,191.759995,1381.599976,16.9,116.769997,47.18,22.01,252.75,127.400002,247.110001,29.128696,70.555,29.440001,45.48,17.75,3.09,289.420013,78.150002,11.54,41.849998,16.33
3,5,5,2020,20200305,26121.30078,73.230003,372.779999,1924.030029,63.66,144.908005,384.700012,198.320007,26.780001,37.369999,50.110001,34.970001,185.169998,1314.76001,16.99,115.919998,45.540001,21,243.619995,121.970001,244.139999,29.006128,69.040001,28.639999,45.470001,16.799999,2.92,282.959991,77.629997,11.25,40.970001,16.68
3,6,6,2020,20200306,25864.80078,72.2575,368.970001,1901.089966,63.189999,140.695999,382.470001,198.860001,25.709999,37.48,47.689999,33.459999,181.089996,1295.73999,16.780001,117.230003,44.349998,20.620001,238.75,121.410004,239.119995,28.675726,67.955002,27.950001,43.369999,15.28,2.8,283.869995,76.650002,10.21,40.130001,16.690001
